experiment_id,batch_id,time_min,temperature_c,ph,concentration_mg_L,dissolved_oxygen_%,absorbance_600nm,growth_rate,foam_level
EXP_038,BATCH_A,15,36.96,7.16,2.44,98.41,0.045,0.0,1
EXP_038,BATCH_A,30,37.09,7.1,2.65,95.12,0.045,0.0,1
EXP_038,BATCH_A,45,37.04,7.19,2.25,99.33,0.045,0.0,1
EXP_038,BATCH_A,60,37.04,7.06,3.34,95.42,0.045,0.0,1
EXP_038,BATCH_A,75,36.92,7.17,2.33,94.49,0.045,0.0,1
EXP_038,BATCH_A,90,37.21,7.06,1.83,97.58,0.045,0.0,1
EXP_038,BATCH_A,105,36.99,7.1,2.55,97.14,0.045,0.0,2
EXP_038,BATCH_A,120,37.17,7.09,2.36,98.83,0.045,0.0,1
EXP_038,BATCH_A,135,36.94,7.15,2.46,97.35,0.045,0.0,1
EXP_038,BATCH_A,150,37.02,7.05,1.35,96.96,0.045,0.0,2
EXP_038,BATCH_A,165,37.04,7.06,2.25,97.53,0.045,0.0,1
EXP_038,BATCH_A,180,37.07,7.01,2.61,98.17,0.045,0.0,1
EXP_038,BATCH_A,195,36.9,7.13,2.15,97.23,0.045,0.0,1
EXP_038,BATCH_A,210,36.95,7.18,1.45,99.32,0.045,0.0,1
EXP_038,BATCH_A,225,36.89,7.09,2.32,97.15,0.045,0.0,1
EXP_038,BATCH_A,240,37.1,7.14,1.98,97.96,0.045,0.0,1
EXP_038,BATCH_A,255,36.9,7.09,2.17,97.64,0.045,0.0,1
EXP_038,BATCH_A,270,36.9,7.1,2.38,96.11,0.045,0.0,1
EXP_038,BATCH_A,285,36.86,7.05,2.01,97.84,0.045,0.0,1
EXP_038,BATCH_A,300,37.03,7.1,2.15,99.19,0.045,0.0,1
EXP_038,BATCH_A,315,37.18,7.16,1.47,97.35,0.045,0.0,1
EXP_038,BATCH_A,330,37.08,7.04,2.53,98.24,0.045,0.0,1
EXP_038,BATCH_A,345,37.0,7.08,2.62,89.67,0.045,0.139,4
EXP_038,BATCH_A,360,37.13,7.16,3.87,97.48,0.073,0.006,1
EXP_038,BATCH_A,375,37.1,7.05,1.72,95.6,0.046,0.069,2
EXP_038,BATCH_A,390,37.17,7.12,3.91,96.05,0.087,0.051,1
EXP_038,BATCH_A,405,36.96,7.17,3.08,98.76,0.056,0.0,1
EXP_038,BATCH_A,420,36.85,7.16,2.35,84.38,0.051,0.245,5
EXP_038,BATCH_A,435,37.05,7.1,5.81,75.18,0.105,0.467,10
EXP_038,BATCH_A,450,37.03,7.05,6.93,82.87,0.144,0.186,5
EXP_038,BATCH_A,465,37.0,7.09,7.49,95.67,0.143,0.0,1
EXP_038,BATCH_A,480,36.76,7.09,5.87,88.6,0.116,0.132,4
EXP_038,BATCH_A,495,37.04,6.96,8.11,78.32,0.169,0.341,8
EXP_038,BATCH_A,510,37.07,6.98,9.27,76.75,0.185,0.373,9
EXP_038,BATCH_A,525,36.97,7.07,12.67,78.78,0.244,0.304,7
EXP_038,BATCH_A,540,36.8,7.13,12.75,89.5,0.245,0.134,5
EXP_038,BATCH_A,555,36.9,7.09,12.82,66.06,0.27,0.551,10
EXP_038,BATCH_A,570,37.01,7.06,17.97,52.06,0.356,0.807,10
EXP_038,BATCH_A,585,36.98,6.9,21.91,68.14,0.432,0.388,9
EXP_038,BATCH_A,600,37.09,6.92,21.96,77.43,0.433,0.266,6
EXP_038,BATCH_A,615,37.04,6.99,24.37,45.65,0.485,0.827,10
EXP_038,BATCH_A,630,36.9,6.88,29.5,37.23,0.599,0.991,10
EXP_038,BATCH_A,645,37.07,6.84,34.41,51.73,0.683,0.658,10
EXP_038,BATCH_A,660,37.07,6.87,37.41,45.56,0.73,0.733,10
EXP_038,BATCH_A,675,37.06,6.85,41.34,34.33,0.83,0.925,10
EXP_038,BATCH_A,690,37.2,6.71,46.37,27.29,0.915,1.066,10
EXP_038,BATCH_A,705,36.92,6.8,52.12,10.79,1.043,1.334,10
EXP_038,BATCH_A,720,36.88,6.62,59.63,4.84,1.182,1.387,10
EXP_038,BATCH_A,735,37.1,6.6,66.31,15.42,1.32,1.162,10
EXP_038,BATCH_A,750,36.96,6.52,71.02,6.09,1.415,1.221,10
EXP_038,BATCH_A,765,37.11,6.51,78.33,0.0,1.564,1.603,10
EXP_038,BATCH_A,780,37.07,6.49,87.0,0.0,1.735,1.375,10
EXP_038,BATCH_A,795,37.04,6.29,92.24,0.0,1.839,1.297,10
EXP_038,BATCH_A,810,36.82,6.34,99.14,0.0,1.994,1.557,10
EXP_038,BATCH_A,825,37.01,6.24,107.41,0.0,2.151,1.498,10
EXP_038,BATCH_A,840,36.85,6.21,115.18,0.0,2.294,1.354,10
EXP_038,BATCH_A,855,37.09,6.22,121.23,0.0,2.421,1.365,10
EXP_038,BATCH_A,870,36.95,6.17,128.55,0.0,2.567,1.197,10
EXP_038,BATCH_A,885,37.0,6.16,133.0,0.0,2.661,1.116,10
EXP_038,BATCH_A,900,37.08,6.0,139.38,0.0,2.79,1.34,10
EXP_038,BATCH_A,915,37.16,5.85,145.25,0.0,2.929,1.081,10
EXP_038,BATCH_A,930,37.1,5.89,150.9,1.75,3.007,0.759,10
EXP_038,BATCH_A,945,37.06,5.92,154.51,0.0,3.08,0.932,10
EXP_038,BATCH_A,960,36.94,5.84,159.37,0.0,3.193,1.018,10
EXP_038,BATCH_A,975,37.02,5.77,163.62,0.0,3.284,0.822,10
EXP_038,BATCH_A,990,37.03,5.79,168.39,4.6,3.357,0.536,10
EXP_038,BATCH_A,1005,37.09,5.81,168.89,9.06,3.391,0.409,9
EXP_038,BATCH_A,1020,36.89,5.75,171.71,0.0,3.439,0.564,10
EXP_038,BATCH_A,1035,37.14,5.76,175.4,15.46,3.504,0.301,7
EXP_038,BATCH_A,1050,37.06,5.84,175.36,21.24,3.499,0.159,4
EXP_038,BATCH_A,1065,36.93,5.6,176.49,0.0,3.536,0.589,10
EXP_038,BATCH_A,1080,36.98,5.69,180.62,3.9,3.617,0.487,10
EXP_038,BATCH_A,1095,37.0,5.69,181.48,12.22,3.633,0.267,6
EXP_038,BATCH_A,1110,36.95,5.7,183.14,14.74,3.671,0.229,5
EXP_038,BATCH_A,1125,37.0,5.66,184.06,25.31,3.679,0.0,2
EXP_038,BATCH_A,1140,37.09,5.62,183.34,8.44,3.661,0.295,7
EXP_038,BATCH_A,1155,36.88,5.6,188.61,6.75,3.738,0.337,8
EXP_038,BATCH_A,1170,36.95,5.62,186.96,22.97,3.728,0.0,1
EXP_038,BATCH_A,1185,36.87,5.55,185.57,22.12,3.707,0.052,2
EXP_038,BATCH_A,1200,37.14,5.68,187.35,4.7,3.739,0.348,8
EXP_038,BATCH_A,1215,37.03,5.63,188.85,2.01,3.776,0.402,8
EXP_038,BATCH_A,1230,36.97,5.57,190.49,23.69,3.819,0.011,1
EXP_038,BATCH_A,1245,37.16,5.59,189.48,23.38,3.779,0.0,1
EXP_038,BATCH_A,1260,36.97,5.53,190.0,18.65,3.799,0.081,1
EXP_038,BATCH_A,1275,37.0,5.63,189.96,22.66,3.795,0.0,1
EXP_038,BATCH_A,1290,37.03,5.58,189.75,21.8,3.788,0.0,1
EXP_038,BATCH_A,1305,37.08,5.65,188.41,23.98,3.769,0.008,1
EXP_038,BATCH_A,1320,37.03,5.6,189.21,16.45,3.789,0.163,4
EXP_038,BATCH_A,1335,36.97,5.65,189.98,10.01,3.802,0.238,6
EXP_038,BATCH_A,1350,36.95,5.55,192.24,19.33,3.837,0.0,1
EXP_038,BATCH_A,1365,37.13,5.62,189.39,21.01,3.792,0.0,1
EXP_038,BATCH_A,1380,36.97,5.63,190.8,11.71,3.807,0.197,5
EXP_038,BATCH_A,1395,36.73,5.64,191.51,16.36,3.831,0.078,3
EXP_038,BATCH_A,1410,36.83,5.61,190.02,20.96,3.823,0.0,1
EXP_038,BATCH_A,1425,36.95,5.58,191.3,23.44,3.814,0.0,2
EXP_038,BATCH_A,1440,36.97,5.55,189.93,16.63,3.806,0.115,4
EXP_038,BATCH_A,1455,37.1,5.61,192.33,18.99,3.837,0.061,2
EXP_038,BATCH_A,1470,37.18,5.55,190.67,24.61,3.818,0.0,1
EXP_038,BATCH_A,1485,37.1,5.62,190.39,21.14,3.798,0.0,2
EXP_038,BATCH_A,1500,37.09,5.6,189.95,17.14,3.813,0.157,5
EXP_038,BATCH_A,1515,37.04,5.6,191.64,17.26,3.829,0.076,3
EXP_038,BATCH_A,1530,37.0,5.64,191.47,25.85,3.829,0.0,1
EXP_038,BATCH_A,1545,36.87,5.63,191.47,22.47,3.826,0.0,2
EXP_038,BATCH_A,1560,36.87,5.74,190.33,13.33,3.817,0.171,4
EXP_038,BATCH_A,1575,36.95,5.57,193.22,19.45,3.86,0.0,2
EXP_038,BATCH_A,1590,37.13,5.65,189.82,24.09,3.799,0.0,1
EXP_038,BATCH_A,1605,36.98,5.58,190.8,18.61,3.813,0.0,1
EXP_038,BATCH_A,1620,36.96,5.54,189.95,14.7,3.799,0.19,5
EXP_038,BATCH_A,1635,37.18,5.58,191.61,10.32,3.851,0.209,5
EXP_038,BATCH_A,1650,36.93,5.61,192.21,21.8,3.841,0.0,2
EXP_038,BATCH_A,1665,36.95,5.65,191.07,21.42,3.804,0.0,1
EXP_038,BATCH_A,1680,37.01,5.59,190.76,22.54,3.814,0.039,2
EXP_038,BATCH_A,1695,37.04,5.57,190.43,23.04,3.811,0.008,1
EXP_038,BATCH_A,1710,37.08,5.59,190.33,19.37,3.815,0.086,2
EXP_038,BATCH_A,1725,37.01,5.66,191.93,20.47,3.828,0.051,2
EXP_038,BATCH_A,1740,36.97,5.62,190.91,19.72,3.826,0.086,3
EXP_038,BATCH_A,1755,36.96,5.56,192.77,10.71,3.846,0.211,5
EXP_038,BATCH_A,1770,37.14,5.58,193.93,19.97,3.868,0.0,1
EXP_038,BATCH_A,1785,36.85,5.57,190.49,23.26,3.818,0.0,1
EXP_038,BATCH_A,1800,37.01,5.5,191.93,21.65,3.83,0.0,1
EXP_038,BATCH_A,1815,37.07,5.72,189.77,21.37,3.807,0.0,1
EXP_038,BATCH_A,1830,37.06,5.57,189.51,19.47,3.806,0.049,2
EXP_038,BATCH_A,1845,36.99,5.6,190.27,16.88,3.817,0.172,4
EXP_038,BATCH_A,1860,37.13,5.67,192.0,13.18,3.84,0.157,4
EXP_038,BATCH_A,1875,37.05,5.56,192.06,21.97,3.848,0.0,1
EXP_038,BATCH_A,1890,36.93,5.55,191.05,19.36,3.816,0.022,1
EXP_038,BATCH_A,1905,36.97,5.6,192.46,16.13,3.853,0.091,2
EXP_038,BATCH_A,1920,37.05,5.55,191.59,23.76,3.834,0.0,1
EXP_038,BATCH_A,1935,37.09,5.6,191.09,21.4,3.814,0.0,1
EXP_038,BATCH_A,1950,36.96,5.62,190.06,20.69,3.803,0.064,2
EXP_038,BATCH_A,1965,37.11,5.52,190.77,12.28,3.827,0.21,5
EXP_038,BATCH_A,1980,37.04,5.61,192.22,21.15,3.845,0.0,1
EXP_038,BATCH_A,1995,37.12,5.59,189.69,20.83,3.791,0.0,2
EXP_038,BATCH_A,2010,36.96,5.65,191.05,8.85,3.824,0.318,7
EXP_038,BATCH_A,2025,37.14,5.62,193.92,21.47,3.855,0.0,1
EXP_038,BATCH_A,2040,37.08,5.57,189.23,20.37,3.793,0.017,1
EXP_038,BATCH_A,2055,37.21,5.57,192.56,12.55,3.858,0.131,3
EXP_038,BATCH_A,2070,37.14,5.61,190.97,21.08,3.819,0.0,1
EXP_038,BATCH_A,2085,37.02,5.64,190.56,22.38,3.828,0.0,1
EXP_038,BATCH_A,2100,36.91,5.59,188.93,20.54,3.784,0.033,1
EXP_038,BATCH_A,2115,37.14,5.63,192.42,5.88,3.834,0.284,7
EXP_038,BATCH_A,2130,36.97,5.55,191.92,21.85,3.841,0.0,2
EXP_038,BATCH_A,2145,36.92,5.58,190.85,21.68,3.811,0.0,1
EXP_038,BATCH_A,2160,37.07,5.6,192.14,10.28,3.836,0.25,5
EXP_038,BATCH_B,0,36.97,7.18,2.31,98.68,0.045,0.0,1
EXP_038,BATCH_B,15,36.99,7.17,1.49,97.4,0.045,0.0,1
EXP_038,BATCH_B,30,37.21,7.26,1.57,98.02,0.045,0.0,1
EXP_038,BATCH_B,45,37.19,7.18,2.14,95.43,0.045,0.0,1
EXP_038,BATCH_B,60,37.18,7.18,2.48,96.54,0.045,0.0,2
EXP_038,BATCH_B,75,37.04,7.22,2.56,96.38,0.045,0.0,1
EXP_038,BATCH_B,90,37.1,7.1,2.01,98.71,0.045,0.0,1
EXP_038,BATCH_B,105,37.02,7.12,2.35,95.78,0.045,0.0,1
EXP_038,BATCH_B,120,37.12,7.12,2.4,97.68,0.045,0.0,1
EXP_038,BATCH_B,135,36.95,7.14,2.42,96.68,0.045,0.0,2
EXP_038,BATCH_B,150,37.06,7.14,2.28,97.52,0.045,0.0,1
EXP_038,BATCH_B,165,36.9,7.14,2.43,94.6,0.045,0.0,1
EXP_038,BATCH_B,180,36.93,7.16,3.39,98.43,0.045,0.0,1
EXP_038,BATCH_B,195,36.99,7.18,2.44,95.93,0.045,0.0,1
EXP_038,BATCH_B,210,36.92,7.19,2.28,97.1,0.045,0.024,1
EXP_038,BATCH_B,225,37.05,7.21,2.23,93.84,0.05,0.089,3
EXP_038,BATCH_B,240,36.95,7.17,2.89,95.71,0.063,0.032,2
EXP_038,BATCH_B,255,36.97,7.23,3.04,97.9,0.056,0.0,1
EXP_038,BATCH_B,270,36.99,7.31,2.22,94.58,0.045,0.064,3
EXP_038,BATCH_B,285,36.97,7.16,4.48,98.4,0.069,0.0,1
EXP_038,BATCH_B,300,36.97,7.18,2.28,98.77,0.045,0.0,1
EXP_038,BATCH_B,315,37.06,7.13,3.54,98.76,0.045,0.0,2
EXP_038,BATCH_B,330,36.82,7.22,2.17,96.03,0.045,0.0,1
EXP_038,BATCH_B,345,36.9,7.18,2.34,97.86,0.045,0.001,1
EXP_038,BATCH_B,360,36.98,7.26,3.55,82.92,0.045,0.3,7
EXP_038,BATCH_B,375,36.96,7.1,5.62,91.54,0.105,0.157,4
EXP_038,BATCH_B,390,37.15,7.17,3.62,95.03,0.077,0.032,2
EXP_038,BATCH_B,405,37.03,7.1,4.58,94.79,0.112,0.057,2
EXP_038,BATCH_B,420,37.0,7.15,3.83,94.42,0.088,0.0,1
EXP_038,BATCH_B,435,37.07,7.21,5.6,83.27,0.104,0.215,6
EXP_038,BATCH_B,450,36.91,7.1,6.56,90.35,0.131,0.097,3
EXP_038,BATCH_B,465,36.89,7.17,6.08,91.42,0.123,0.103,4
EXP_038,BATCH_B,480,36.75,7.21,7.41,79.29,0.152,0.363,8
EXP_038,BATCH_B,495,37.05,7.14,9.9,87.16,0.196,0.117,3
EXP_038,BATCH_B,510,36.92,7.12,8.38,89.61,0.175,0.137,4
EXP_038,BATCH_B,525,37.01,7.12,11.06,78.76,0.223,0.3,7
EXP_038,BATCH_B,540,37.15,7.17,11.58,76.04,0.235,0.353,8
EXP_038,BATCH_B,555,36.96,7.17,13.86,73.15,0.294,0.407,9
EXP_038,BATCH_B,570,37.09,7.03,14.89,85.59,0.317,0.155,5
EXP_038,BATCH_B,585,36.88,7.1,15.24,75.39,0.325,0.324,7
EXP_038,BATCH_B,600,37.21,7.04,18.83,59.89,0.382,0.632,10
EXP_038,BATCH_B,615,37.04,7.08,22.85,59.23,0.451,0.629,10
EXP_038,BATCH_B,630,36.97,7.02,24.25,60.42,0.507,0.601,10
EXP_038,BATCH_B,645,37.18,7.0,28.41,55.61,0.571,0.646,10
EXP_038,BATCH_B,660,36.95,6.93,31.91,51.09,0.637,0.644,10
EXP_038,BATCH_B,675,37.06,6.9,35.03,48.85,0.7,0.699,10
EXP_038,BATCH_B,690,36.94,6.9,39.08,47.12,0.776,0.674,10
EXP_038,BATCH_B,705,36.98,6.88,42.45,43.99,0.835,0.791,10
EXP_038,BATCH_B,720,37.0,6.76,46.24,31.35,0.935,0.997,10
EXP_038,BATCH_B,735,37.01,6.79,51.04,30.02,1.034,0.975,10
EXP_038,BATCH_B,750,37.15,6.76,56.05,28.17,1.13,1.022,10
EXP_038,BATCH_B,765,37.01,6.69,61.67,16.9,1.239,1.103,10
EXP_038,BATCH_B,780,37.19,6.65,67.38,10.47,1.35,1.242,10
EXP_038,BATCH_B,795,37.0,6.68,74.63,9.17,1.487,1.12,10
EXP_038,BATCH_B,810,36.98,6.58,78.53,7.13,1.574,1.21,10
EXP_038,BATCH_B,825,37.02,6.54,86.02,0.0,1.729,1.372,10
EXP_038,BATCH_B,840,37.19,6.48,92.55,0.07,1.849,1.204,10
EXP_038,BATCH_B,855,37.0,6.5,97.26,0.0,1.97,1.216,10
EXP_038,BATCH_B,870,36.94,6.42,105.01,0.0,2.092,1.198,10
EXP_038,BATCH_B,885,37.08,6.34,111.28,0.0,2.209,1.187,10
EXP_038,BATCH_B,900,37.0,6.34,116.72,0.0,2.329,1.239,10
EXP_038,BATCH_B,915,37.01,6.29,122.55,0.0,2.457,1.082,10
EXP_038,BATCH_B,930,37.06,6.27,126.84,0.0,2.546,0.991,10
EXP_038,BATCH_B,945,36.87,6.04,133.81,0.0,2.655,1.143,10
EXP_038,BATCH_B,960,36.89,6.15,138.68,0.0,2.774,1.057,10
EXP_038,BATCH_B,975,37.32,6.09,143.48,0.0,2.867,0.876,10
EXP_038,BATCH_B,990,37.14,5.96,148.18,0.0,2.95,0.853,10
EXP_038,BATCH_B,1005,36.95,6.07,151.34,5.98,3.037,0.691,10
EXP_038,BATCH_B,1020,36.89,6.07,154.58,5.79,3.088,0.623,10
EXP_038,BATCH_B,1035,37.07,5.96,157.46,0.0,3.162,0.692,10
EXP_038,BATCH_B,1050,37.15,5.89,160.89,0.0,3.226,0.878,10
EXP_038,BATCH_B,1065,36.85,5.95,167.19,0.0,3.337,0.811,10
EXP_038,BATCH_B,1080,37.02,5.84,169.13,22.48,3.388,0.161,4
EXP_038,BATCH_B,1095,37.05,5.98,168.88,12.7,3.37,0.39,8
EXP_038,BATCH_B,1110,36.93,5.79,173.95,0.0,3.466,0.624,10
EXP_038,BATCH_B,1125,37.11,5.74,173.95,17.32,3.494,0.262,6
EXP_038,BATCH_B,1140,36.94,5.86,175.57,11.7,3.519,0.316,8
EXP_038,BATCH_B,1155,36.85,5.76,177.66,0.0,3.557,0.639,10
EXP_038,BATCH_B,1170,37.09,5.79,181.79,0.0,3.646,0.533,10
EXP_038,BATCH_B,1185,36.93,5.68,182.42,16.51,3.664,0.184,4
EXP_038,BATCH_B,1200,37.08,5.69,183.97,12.78,3.683,0.17,5
EXP_038,BATCH_B,1215,37.01,5.77,184.51,19.86,3.698,0.084,2
EXP_038,BATCH_B,1230,37.11,5.7,185.12,22.7,3.7,0.03,1
EXP_038,BATCH_B,1245,36.97,5.74,185.09,21.81,3.704,0.043,2
EXP_038,BATCH_B,1260,37.05,5.68,185.22,14.92,3.709,0.191,5
EXP_038,BATCH_B,1275,36.84,5.71,187.53,17.32,3.742,0.149,3
EXP_038,BATCH_B,1290,37.07,5.72,187.54,10.82,3.739,0.294,6
EXP_038,BATCH_B,1305,37.12,5.69,189.19,6.03,3.801,0.308,7
EXP_038,BATCH_B,1320,36.85,5.66,189.3,22.18,3.8,0.0,1
EXP_038,BATCH_B,1335,37.03,5.73,187.66,23.34,3.755,0.0,1
EXP_038,BATCH_B,1350,37.11,5.69,188.42,18.24,3.786,0.09,3
EXP_038,BATCH_B,1365,37.06,5.69,188.73,17.89,3.773,0.104,3
EXP_038,BATCH_B,1380,37.09,5.7,190.61,15.27,3.807,0.147,3
EXP_038,BATCH_B,1395,36.87,5.64,189.71,19.09,3.803,0.051,3
EXP_038,BATCH_B,1410,36.95,5.65,190.46,20.76,3.817,0.0,1
EXP_038,BATCH_B,1425,37.04,5.75,190.42,19.59,3.791,0.0,1
EXP_038,BATCH_B,1440,36.92,5.64,189.84,16.13,3.803,0.107,3
EXP_038,BATCH_B,1455,36.87,5.68,190.71,21.43,3.812,0.002,1
EXP_038,BATCH_B,1470,37.01,5.76,190.05,16.96,3.803,0.144,4
EXP_038,BATCH_B,1485,37.08,5.65,192.26,6.73,3.841,0.286,6
EXP_038,BATCH_B,1500,37.15,5.61,192.8,19.48,3.861,0.0,2
EXP_038,BATCH_B,1515,37.13,5.66,191.94,20.9,3.82,0.0,1
EXP_038,BATCH_B,1530,36.92,5.73,191.18,12.49,3.817,0.194,4
EXP_038,BATCH_B,1545,36.94,5.63,193.29,6.42,3.859,0.266,6
EXP_038,BATCH_B,1560,37.19,5.57,193.81,23.06,3.871,0.0,1
EXP_038,BATCH_B,1575,37.06,5.67,189.93,22.93,3.798,0.0,1
EXP_038,BATCH_B,1590,36.99,5.7,191.85,17.11,3.847,0.116,3
EXP_038,BATCH_B,1605,37.06,5.69,190.18,16.34,3.821,0.055,2
EXP_038,BATCH_B,1620,36.96,5.63,192.77,20.66,3.858,0.0,1
EXP_038,BATCH_B,1635,37.04,5.67,190.17,20.29,3.801,0.0,1
EXP_038,BATCH_B,1650,37.09,5.65,191.84,14.91,3.826,0.064,2
EXP_038,BATCH_B,1665,37.05,5.65,190.69,20.6,3.813,0.0,1
EXP_038,BATCH_B,1680,37.03,5.66,190.39,6.26,3.819,0.328,7
EXP_038,BATCH_B,1695,37.18,5.61,193.3,22.1,3.879,0.011,1
EXP_038,BATCH_B,1710,36.97,5.73,190.23,22.53,3.821,0.0,1
EXP_038,BATCH_B,1725,36.99,5.6,192.8,23.59,3.856,0.0,1
EXP_038,BATCH_B,1740,37.15,5.74,191.72,20.57,3.82,0.0,1
EXP_038,BATCH_B,1755,37.08,5.7,192.71,21.57,3.839,0.0,2
EXP_038,BATCH_B,1770,36.94,5.65,189.86,22.21,3.804,0.0,1
EXP_038,BATCH_B,1785,36.88,5.73,191.18,22.49,3.817,0.0,2
EXP_038,BATCH_B,1800,37.13,5.65,190.19,19.34,3.796,0.054,1
EXP_038,BATCH_B,1815,37.07,5.63,192.42,16.16,3.828,0.099,2
EXP_038,BATCH_B,1830,36.91,5.73,190.66,22.6,3.815,0.035,2
EXP_038,BATCH_B,1845,36.86,5.64,190.77,21.18,3.835,0.0,1
EXP_038,BATCH_B,1860,37.09,5.67,190.08,24.22,3.794,0.0,1
EXP_038,BATCH_B,1875,37.03,5.66,190.55,11.61,3.799,0.2,5
EXP_038,BATCH_B,1890,36.94,5.71,191.07,14.73,3.834,0.133,3
EXP_038,BATCH_B,1905,36.94,5.72,191.71,9.71,3.825,0.227,6
EXP_038,BATCH_B,1920,37.15,5.59,193.26,21.5,3.88,0.057,2
EXP_038,BATCH_B,1935,36.89,5.71,193.08,21.81,3.837,0.0,1
EXP_038,BATCH_B,1950,37.1,5.8,190.99,22.07,3.826,0.0,1
EXP_038,BATCH_B,1965,37.05,5.66,191.71,21.65,3.829,0.0,2
EXP_038,BATCH_B,1980,37.0,5.65,190.4,21.94,3.817,0.0,1
EXP_038,BATCH_B,1995,37.04,5.68,189.62,17.08,3.794,0.111,3
EXP_038,BATCH_B,2010,36.94,5.72,191.68,9.04,3.839,0.276,6
EXP_038,BATCH_B,2025,36.81,5.65,192.6,22.58,3.849,0.009,1
EXP_038,BATCH_B,2040,37.09,5.7,192.24,19.37,3.841,0.0,2
EXP_038,BATCH_B,2055,36.94,5.68,191.15,20.5,3.815,0.0,1
EXP_038,BATCH_B,2070,37.05,5.65,191.46,19.02,3.828,0.051,1
EXP_038,BATCH_B,2085,36.92,5.62,190.64,22.69,3.825,0.0,1
EXP_038,BATCH_B,2100,36.93,5.63,190.94,18.1,3.828,0.11,3
EXP_038,BATCH_B,2115,36.96,5.68,192.71,14.28,3.847,0.119,3
EXP_038,BATCH_B,2130,37.05,5.64,192.05,16.48,3.851,0.086,3
EXP_038,BATCH_B,2145,36.92,5.69,192.73,19.28,3.864,0.0,1
EXP_038,BATCH_B,2160,36.91,5.73,190.17,25.5,3.8,0.0,1
EXP_038,BATCH_B,2175,37.17,5.63,191.58,3.96,3.821,0.303,7
EXP_038,BATCH_B,2190,36.96,5.63,192.73,19.2,3.861,0.0,2
EXP_038,BATCH_B,2205,37.06,5.64,191.01,20.01,3.813,0.032,1
EXP_038,BATCH_B,2220,36.85,5.54,194.15,15.48,3.868,0.116,3
EXP_038,BATCH_B,2235,37.0,5.67,192.36,20.8,3.836,0.0,1
EXP_038,BATCH_B,2250,37.04,5.64,194.03,21.85,3.864,0.0,1
EXP_038,BATCH_B,2265,37.17,5.69,190.98,23.85,3.826,0.0,1
EXP_038,BATCH_B,2280,37.08,5.69,191.97,23.72,3.843,0.0,1
EXP_038,BATCH_B,2295,37.11,5.62,190.64,14.85,3.811,0.102,3
EXP_038,BATCH_B,2310,37.09,5.65,192.05,13.24,3.864,0.124,3
EXP_038,BATCH_B,2325,37.1,5.7,192.2,20.1,3.836,0.028,1
EXP_038,BATCH_B,2340,37.18,5.66,193.4,18.81,3.869,0.047,1
EXP_038,BATCH_B,2355,36.94,5.66,192.25,20.82,3.846,0.0,1
EXP_038,BATCH_B,2370,37.1,5.66,191.4,21.82,3.838,0.0,1
EXP_038,BATCH_B,2385,36.95,5.68,190.39,21.6,3.813,0.024,1
EXP_038,BATCH_B,2400,37.11,5.69,191.83,21.19,3.843,0.0,1
EXP_038,BATCH_B,2415,37.09,5.66,190.44,23.38,3.811,0.0,1
EXP_038,BATCH_B,2430,37.04,5.61,191.76,13.52,3.839,0.152,3
EXP_038,BATCH_B,2445,36.83,5.64,191.97,23.15,3.842,0.0,1
EXP_038,BATCH_B,2460,36.91,5.68,191.95,19.54,3.828,0.008,1
EXP_038,BATCH_B,2475,36.97,5.65,192.88,18.74,3.843,0.0,2
EXP_038,BATCH_B,2490,36.93,5.75,191.38,20.56,3.822,0.053,2
EXP_038,BATCH_B,2505,36.97,5.73,192.44,13.36,3.854,0.165,3
EXP_038,BATCH_B,2520,36.94,5.71,192.14,21.6,3.855,0.008,2
EXP_038,BATCH_B,2535,36.92,5.6,194.14,19.03,3.855,0.0,1
EXP_038,BATCH_B,2550,37.34,5.68,191.43,24.19,3.823,0.0,2
EXP_038,BATCH_B,2565,36.96,5.66,191.99,21.21,3.842,0.0,1
EXP_038,BATCH_B,2580,36.96,5.73,191.88,21.38,3.823,0.0,1
EXP_038,BATCH_B,2595,36.93,5.67,191.55,9.48,3.817,0.236,6
EXP_038,BATCH_B,2610,36.97,5.68,192.85,21.05,3.87,0.0,1
EXP_038,BATCH_B,2625,37.08,5.69,190.61,23.41,3.812,0.0,1
EXP_038,BATCH_B,2640,37.11,5.75,192.29,24.17,3.829,0.0,2
EXP_038,BATCH_B,2655,37.0,5.68,189.89,21.6,3.799,0.002,2
EXP_038,BATCH_B,2670,36.81,5.67,190.93,16.4,3.829,0.09,2
EXP_038,BATCH_B,2685,36.93,5.67,191.2,15.49,3.817,0.088,3
EXP_038,BATCH_B,2700,37.04,5.63,191.84,14.48,3.847,0.125,4
EXP_038,BATCH_B,2715,37.19,5.64,192.4,23.02,3.843,0.0,1
EXP_038,BATCH_B,2730,36.93,5.66,189.83,17.95,3.792,0.106,3
EXP_038,BATCH_B,2745,37.08,5.59,193.51,14.26,3.864,0.13,3
EXP_038,BATCH_B,2760,36.93,5.72,190.83,23.82,3.818,0.0,1
EXP_039,BATCH_A,0,37.03,7.11,1.74,99.42,0.045,0.0,1
EXP_039,BATCH_A,15,36.99,7.17,3.08,98.31,0.045,0.0,1
EXP_039,BATCH_A,30,36.98,7.17,2.85,98.12,0.045,0.0,1
EXP_039,BATCH_A,45,37.01,7.17,2.77,96.64,0.045,0.0,1
EXP_039,BATCH_A,60,36.98,7.15,2.84,97.92,0.045,0.0,1
EXP_039,BATCH_A,75,37.05,7.23,2.93,98.63,0.045,0.0,1
